"#","slug","name","category","prompt"
"011","premium-suede-business-cards","Premium Suede Business Cards","Business Cards > Premium Cards","Professional e-commerce studio product photograph of: Premium Suede Business Cards. 32pt ultra-thick cards laminated in a soft-touch suede finish, with a colored edge for a tactile first impression. Product category: Business Cards > Premium Cards. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"012","letterpress-cotton-business-cards","Letterpress Cotton Business Cards","Business Cards > Premium Cards > Letterpress Cards","Professional e-commerce studio product photograph of: Letterpress Cotton Business Cards. 600gsm cotton stock, deep-impression letterpress or blind deboss — the same archival cotton used for our stationery line. Product category: Business Cards > Premium Cards > Letterpress Cards. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"013","vinyl-outdoor-banners","Vinyl Outdoor Banners","Banners & Signage > Vinyl Banners","Professional e-commerce studio product photograph of: Vinyl Outdoor Banners. 13oz scrim vinyl banners with reinforced hems and brass grommets — built for storefronts, events, and job sites. Product category: Banners & Signage > Vinyl Banners. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"014","mesh-windproof-banners","Mesh Windproof Banners","Banners & Signage > Mesh Banners","Professional e-commerce studio product photograph of: Mesh Windproof Banners. Perforated mesh vinyl lets wind pass through instead of catching your banner — the standard for fence lines and high-wind sites. Product category: Banners & Signage > Mesh Banners. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"015","retractable-banner-stands","Retractable Banner Stands","Banners & Signage","Professional e-commerce studio product photograph of: Retractable Banner Stands. Roll-up banner stand with an aluminum base, carry bag, and a replaceable printed graphic — setup in under a minute. Product category: Banners & Signage. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"016","standard-business-cards","Standard Business Cards","Business Prints > Business Cards","Professional e-commerce studio product photograph of: Standard Business Cards. Everyday 14pt cards in matte or gloss — smudge-resistant, quick turnaround, and priced for ordering in volume. Product category: Business Prints > Business Cards. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"017","express-business-cards","Express Business Cards","Business Prints > Business Cards","Professional e-commerce studio product photograph of: Express Business Cards. Same-day proofing and 24-hour production on our core matte and gloss stocks, for launches that can't wait. Product category: Business Prints > Business Cards. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"018","velvet-laminated-cards","Velvet Laminated Cards","Business Prints > Business Cards","Professional e-commerce studio product photograph of: Velvet Laminated Cards. 16pt stock laminated in a soft-touch velvet film — a tactile, fingerprint-resistant finish that reads premium instantly. Product category: Business Prints > Business Cards. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"019","textured-business-cards","Textured Business Cards","Business Prints > Business Cards","Professional e-commerce studio product photograph of: Textured Business Cards. Linen, cotton or hammer-textured stock adds a tactile finish you can feel before you read a word. Product category: Business Prints > Business Cards. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"020","pearl-shimmer-cards","Pearl Shimmer Cards","Business Prints > Business Cards","Professional e-commerce studio product photograph of: Pearl Shimmer Cards. Pearlescent shimmer stock that catches the light at an angle — a subtle upgrade over flat matte or gloss. Product category: Business Prints > Business Cards. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"021","smooth-white-business-cards","Smooth White Business Cards","Business Prints > Business Cards","Professional e-commerce studio product photograph of: Smooth White Business Cards. Uncoated smooth white stock that takes pen ink cleanly — popular for cards meant to be written on. Product category: Business Prints > Business Cards. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"022","brown-kraft-business-cards","Brown Kraft Business Cards","Business Prints > Business Cards","Professional e-commerce studio product photograph of: Brown Kraft Business Cards. Uncoated kraft stock with visible natural fibers — an earthy, eco-forward look for craft and hospitality brands. Product category: Business Prints > Business Cards. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"023","waterproof-cards","Waterproof Cards","Business Prints > Business Cards","Professional e-commerce studio product photograph of: Waterproof Cards. Synthetic polypropylene stock that survives a spill, a pool day, or a stint in a wallet through the wash. Product category: Business Prints > Business Cards. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"024","eco-friendly-cards","Eco-Friendly Cards","Business Prints > Business Cards","Professional e-commerce studio product photograph of: Eco-Friendly Cards. 100% recycled matte stock, or plantable seed paper that grows into wildflowers once the card's done its job. Product category: Business Prints > Business Cards. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"025","spot-uv-business-cards","Spot UV Business Cards","Business Prints > Business Cards","Professional e-commerce studio product photograph of: Spot UV Business Cards. Matte or silk base stock with a glossy raised coating over your logo or type for contrast without color. Product category: Business Prints > Business Cards. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"026","white-ink-black-cards","White Ink Black Cards","Business Prints > Business Cards","Professional e-commerce studio product photograph of: White Ink Black Cards. Solid black stock printed with opaque white ink — a stark, high-contrast look that stands out in any card holder. Product category: Business Prints > Business Cards. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
